Source Node	Target Node	Interaction Type
SMURF2	KIAA0157	Undirected
SMURF2	ACOX3	Undirected
SMURF2	CUEDC1	Undirected
SMURF2	TRAF4	Undirected
SMURF2	ACBD3	Undirected
SMURF2	SMAD5	Undirected
SMURF2	TFPI2	Undirected
SMURF2	DAZAP2	Undirected
SMURF2	SPG20	Undirected
SMURF2	DGCR2	Undirected
SMURF2	CANX	Undirected
SMURF2	SNRP70	Undirected
SMURF2	TNPO3	Undirected
SMURF2	TMEM139	Undirected
SMURF2	TXNIP	Undirected
SMURF2	FLNB	Undirected
SMURF2	SF3A2	Undirected
SMURF2	LAPTM5	Undirected
SMURF2	RNF111	Undirected
SMURF2	DAB2	Undirected
NCOA3	PPARA	Undirected
NCOA3	RARA	Undirected
TRBV3-1	TRDV2	Undirected
SERPIND1	F2	Undirected
GNG10	Ksr1	Undirected
Nrxn2	Nlgn3	Undirected
Nrxn2	Nlgn2	Undirected
Nrxn2	Nlgn1	Undirected
Zfp106	Fyn	Undirected
Zfp106	Grb2	Undirected
IL16	GRIN2A	Undirected
Rims1	Rab3a	Undirected
Rims1	Rab3d	Undirected
Rims1	Rab3b	Undirected
Rims1	Rab10	Undirected
Rims1	Rab3c	Undirected
Rims1	Rab37	Undirected
Ndfip1	Nedd4	Undirected
SMYD3	HELZ	Undirected
SMYD3	HSP90AA1	Undirected
PDE4D	ARRB2	Undirected
PDE4D	ARRB1	Undirected
Mpp2	Lin7a	Undirected
Gata4	Nkx2-5	Undirected
Inadl	Kcnj15	Undirected
Inadl	Grin2d	Undirected
Inadl	Grin2b	Undirected
Inadl	Grin2a	Undirected
CDC42	WAS	Undirected
HSD17B14	HSD17B14	Undirected
TP53	BAK1	Undirected
Ighg	Igk-V28	Undirected
Nr1i3	Nr1i3	Undirected
SNIP1	ZCCHC7	Undirected
SNIP1	HIPK1	Undirected
SNIP1	SON	Undirected
SNIP1	ZMYM2	Undirected
SNIP1	TOPORS	Undirected
SNIP1	PIAS4	Undirected
SNIP1	FAF1	Undirected
SNIP1	PIAS1	Undirected
SNIP1	UBE2I	Undirected
SNIP1	TDG	Undirected
SNIP1	SF3B1	Undirected
SNIP1	SP100	Undirected
SNIP1	SETDB1	Undirected
SNIP1	GMEB1	Undirected
SNIP1	EIF3C	Undirected
Srgap2	Robo1	Undirected
Chd8	Ctnnb1	Undirected
IGHA2	IGHA2	Undirected
IGHA2	BAC01708	Undirected
Shank3	Lphn1	Undirected
Il4ra	HTATIP	Undirected
F10	F10	Undirected
TRDV2	HLA-DRA	Undirected
TTR	TTR	Undirected
Msx1	Hist1h1b	Undirected
Sim1	ARNT	Undirected
RUNX1T1	TCF12	Undirected
SMAD9	HEY1	Undirected
SMAD9	ZNF557	Undirected
SMAD9	C10orf2	Undirected
SMAD9	DSTN	Undirected
SMAD9	HEYL	Undirected
SMAD9	MBD1	Undirected
Itch	Itch	Undirected
Itch	Jun	Undirected
RHOQ	RHOQ	Undirected
SERPIND1	SERPIND1	Undirected
Tpm1	Tpm1	Undirected
P99998	BCL2L1	Undirected
Igh-6	Igk-V28	Undirected
Ighg	Ighg	Undirected
EG243433	EG243433	Undirected
BCR	PTPN11	Undirected
Igh	Igk-V23	Undirected
Pim1	CBX3	Undirected
IL2	IL2	Undirected
FGB	F2	Undirected
VHL	VHL	Undirected
VHL	TCEB2	Undirected
VHL	CUL2	Undirected
VHL	TCEB1	Undirected
TRBV19	HLA-A	Undirected
HIP1	CLTC	Undirected
NFKBIB	NKIRAS2	Undirected
NFKBIB	NKIRAS1	Undirected
IGHA2	CGB5	Undirected
CEBPE	SIPA1L1	Undirected
CEBPE	PIAS1	Undirected
CEBPE	MLLT6	Undirected
CEBPE	DDIT3	Undirected
CEBPE	UBE2I	Undirected
CEBPE	LDOC1	Undirected
CEBPE	CEBPD	Undirected
Ppp1cc	Stau1	Undirected
Ppp1cc	Spz1	Undirected
WAS	CDC42	Undirected
Qk	Qk	Undirected
Qk	Bicc1	Undirected
H2-Ab1	H2-Ab1	Undirected
H2-Ab1	H2-Aa	Undirected
GNMT	GNMT	Undirected
IGHA2	CSF2RB	Undirected
ARNT2	Sim1	Undirected
ARNT2	ARNT2	Undirected
Akap4	Fsip1	Undirected
Akap4	Prkar1a	Undirected
Retnlb	Retnlb	Undirected
HBB	HBA2	Undirected
KCNJ11	ABCC8	Undirected
KCNJ11	ABCC9	Undirected
HBA2	HBA2	Undirected
CGB5	CGA	Undirected
Klk1b3	Klk1b3	Undirected
Klk1b3	Ngf	Undirected
Klk1b3	Klk1b4	Undirected
Tcrb-J	Tcra	Undirected
INHBA	INHBA	Undirected
INHBA	ACVR2B	Undirected
App	Gnao	Undirected
NR2F6	NR3C1	Undirected
BRCA2	RAD51	Undirected
THRA	COPS2	Undirected
MED23	PUM2	Undirected
MED23	WDTC1	Undirected
MED23	MED13	Undirected
Prkar1a	COX5B	Undirected
IGKC	IGKC	Undirected
HLA-A	HLA-A	Undirected
Igh-6	Igl-V1	Undirected
Igh-6	Igh-6	Undirected
ENG	ENG	Undirected
HLA-DRB1	HLA-DRA	Undirected
DYNLRB1	DYNLRB1	Undirected
CAI52015	Mdm2	Undirected
629915	Igk-V28	Undirected
544903	544903	Undirected
544903	Igk-V8	Undirected
367586	367586	Undirected
367586	Fcgrt	Undirected
367586	B2m	Undirected
AAA93055	AAA93055	Undirected
AAB59368	AAB59368	Undirected
AAB59395	AAB59395	Undirected
AAB59395	FCER1A	Undirected
AAC53113	Grm1	Undirected
AAC53113	Grm5	Undirected
65115	Nedd4	Undirected
544903	Igk-V28	Undirected
79154	79154	Undirected
55829	VCP	Undirected
55829	55829	Undirected
619441	619441	Undirected
Igbp1b	Ppp2ca	Undirected
Hopx	SRF	Undirected
NP_941042	56304	Undirected
NMNAT3	NMNAT3	Undirected
DCP2	DCP1B	Undirected
DCP2	NAGK	Undirected
DCP2	PSMB1	Undirected
DCP2	POLA2	Undirected
MICALCL	RAB1B	Undirected
SCYL1BP1	RCHY1	Undirected
VPS37A	TSG101	Undirected
VPS25	CHMP6	Undirected
VPS37B	TSG101	Undirected
CAND1	CUL1	Undirected
CAND1	RBX1	Undirected
C4orf16	GGA1	Undirected
PBK	DLG1	Undirected
SETD2	SETD2	Undirected
SNF8	VPS25	Undirected
SNF8	SNF8	Undirected
CHMP4C	CHMP4C	Undirected
CHMP4C	PDCD6IP	Undirected
JAKMIP1	JAKMIP1	Undirected
JAKMIP1	TYK2	Undirected
JAKMIP1	JAK1	Undirected
SORBS2	FLOT1	Undirected
CYLD	TRAIP	Undirected
CYLD	TRAF2	Undirected
CYLD	IKBKG	Undirected
TDP1	TDP1	Undirected
IKBKAP	IKBKB	Undirected
IKBKAP	MAP3K14	Undirected
STK35	STK35	Undirected
GNA11	RGS3	Undirected
Csnk1d	Csnk1d	Undirected
Aldh3a1	Aldh3a1	Undirected
RBM8A	MAGOH	Undirected
CTLA4	CTLA4	Undirected
CTLA4	CD80	Undirected
CTLA4	JAK2	Undirected
Alx4	Lef1	Undirected
Prkce	Hist1h1d	Undirected
BIRC5	BIRC5	Undirected
BIRC5	HSP90AA1	Undirected
PAX5	TBP	Undirected
PAX5	RB1	Undirected
PAX5	DAXX	Undirected
Alk	Zc3hc1	Undirected
NCOA6	CEBPA	Undirected
NCOA6	HSF1	Undirected
Cdk2	Rb1	Undirected
Cdk2	Cdkn1a	Undirected
Cdk2	Cdkn1b	Undirected
Cdk2	Pcna	Undirected
Cdk2	Ccnd1	Undirected
Mafk	Bach1	Undirected
Mafk	Bach2	Undirected
Mafk	Nfe2l2	Undirected
Mafk	Nfe2	Undirected
Cspg4	Grip1	Undirected
Akap4	Prkar2b	Undirected
SEC24D	DCTN1	Undirected
Rfpl4	Psmb1	Undirected
Rfpl4	Ube2a	Undirected
CBX5	INCENP	Undirected
CBX5	NSL1	Undirected
DRD2	DRD2	Undirected
DRD2	FLNA	Undirected
ALOX12	TRIB1	Undirected
ALOX12	ITGB4	Undirected
ALOX12	KRT5	Undirected
FRAP1	253260	Undirected
FRAP1	FRAP1	Undirected
FRAP1	FKBP1A	Undirected
FRAP1	YWHAQ	Undirected
FRAP1	RHEB	Undirected
Skp2	Ccne1	Undirected
NFKBIB	RELA	Undirected
SEPT4	SEPT4	Undirected
SEPT4	SEPT8	Undirected
SEPT4	SEPT5	Undirected
CENTB1	VAMP3	Undirected
CENTB1	TFRC	Undirected
HABP4	GNB2L1	Undirected
HABP4	CHD3	Undirected
UPF3A	IFITM2	Undirected
UPF3A	GSK3B	Undirected
MOAP1	MOAP1	Undirected
MOAP1	RASSF1	Undirected
MOAP1	BCL2L1	Undirected
SSBP1	SSBP1	Undirected
ARHGDIA	ARHGDIA	Undirected
ARHGDIA	RAC2	Undirected
ARHGDIA	VAV1	Undirected
ARHGDIA	RHOA	Undirected
ARHGDIA	CDC42	Undirected
CDKN1A	CDC2	Undirected
CDKN1A	CCNB1	Undirected
RANBP2	RAN	Undirected
RANBP2	UBE2I	Undirected
Ptpn11	Irs3	Undirected
Ptpn11	Bdkrb2	Undirected
PKP4	CDH5	Undirected
KIR2DL2	KIR2DL2	Undirected
PLCB1	PARD3	Undirected
PLCB1	PARD6A	Undirected
Ipo5	Ran	Undirected
Vamp2	Vamp2	Undirected
Vamp2	Snap25	Undirected
Vamp2	Stx4a	Undirected
Vamp2	Stx1a	Undirected
MAGOH	MAGOH	Undirected
Grin1	Grin1	Undirected
Dpysl5	Dpysl4	Undirected
APAF1	CASP9	Undirected
Ebf3	NP_694538	Undirected
Wdr12	Notch1	Undirected
GJA1	SRC	Undirected
Hoxb8	Meis1	Undirected
Lalba	Lalba	Undirected
XRCC5	PRKDC	Undirected
XRCC5	ATR	Undirected
XRCC5	XRCC6	Undirected
PURA	YBX1	Undirected
PURA	RB1	Undirected
PGLYRP3	PGLYRP3	Undirected
MYOZ2	FLNC	Undirected
RNF5	UBE2E1	Undirected
RNF5	UBE2E3	Undirected
RNF5	FHOD1	Undirected
RNF5	UBE2D2	Undirected
RNF5	UBE2D3	Undirected
Maged1	Dlx5	Undirected
Maged1	Pja2	Undirected
EXOSC4	EEF1A1	Undirected
EXOSC4	EXOSC4	Undirected
EXOSC4	EXOSC10	Undirected
EXOSC4	LRRC8D	Undirected
EXOSC4	MPZL1	Undirected
EXOSC4	GADD45GIP1	Undirected
EXOSC4	AKR1A1	Undirected
EXOSC4	C1orf19	Undirected
EXOSC4	NEK1	Undirected
EXOSC4	GTF2IRD1	Undirected
EXOSC4	FAHD1	Undirected
EXOSC4	DOM3Z	Undirected
Ros1	Lphn1	Undirected
TSG101	SNF8	Undirected
TSG101	TSG101	Undirected
TSG101	PDCD6IP	Undirected
RET	FRS2	Undirected
RET	SHC1	Undirected
RET	PLCG1	Undirected
Prkce	Vim	Undirected
Prkce	Trf	Undirected
Prkce	Anxa2	Undirected
Prkce	Matr3	Undirected
Prkce	Racgap1	Undirected
PIK3R2	AXL	Undirected
Hoxc13	Meis1	Undirected
EIF2S2	CSNK2A1	Undirected
EIF2S2	CSNK2B	Undirected
MAPK11	ELK4	Undirected
MAPK11	ATF2	Undirected
MAPK11	ELK1	Undirected
MAPK11	JUN	Undirected
HGF	HGF	Undirected
FLI1	TTRAP	Undirected
MAD2L1	MAD1L1	Undirected
MAD2L1	MAD2L1	Undirected
MAD2L1	UBD	Undirected
MAD2L1	CDC20	Undirected
MAD2L1	MAD2L1BP	Undirected
MAD2L1	MAD2L2	Undirected
MAD2L1	REV3L	Undirected
MAD2L1	REV3L	Undirected
MAD2L1	ESR2	Undirected
MAD2L1	CSF2RB	Undirected
CCNT2	CDK9	Undirected
Prpf40a	Fmn1	Undirected
INSR	PIK3R1	Undirected
INSR	SHC1	Undirected
INSR	IRS1	Undirected
INSR	SOCS6	Undirected
INSR	SOCS1	Undirected
INSR	JAK1	Undirected
KCND3	KCND3	Undirected
Blm	Rad51	Undirected
Tnfrsf23	Tnfsf10	Undirected
Stk11	Nuak2	Undirected
Smyd1	Hdac1	Undirected
ULBP3	KLRK1	Undirected
E2F4	PCSK1N	Undirected
E2F4	ALG5	Undirected
E2F4	C5orf22	Undirected
E2F4	EPAS1	Undirected
E2F4	HIST1H2AB	Undirected
E2F4	OIP5	Undirected
E2F4	WDR76	Undirected
E2F4	EXOSC8	Undirected
E2F4	MTHFD1	Undirected
E2F4	RBBP5	Undirected
E2F4	C11orf51	Undirected
E2F4	CSDE1	Undirected
E2F4	EFHC1	Undirected
E2F4	GOLT1B	Undirected
E2F4	DDX28	Undirected
E2F4	TPX2	Undirected
E2F4	SNRPC	Undirected
E2F4	CENPO	Undirected
E2F4	DDX11	Undirected
E2F4	UBE2C	Undirected
E2F4	SMARCA5	Undirected
E2F4	PGRMC1	Undirected
E2F4	GTF2H4	Undirected
E2F4	RPA3	Undirected
E2F4	NASP	Undirected
E2F4	CDC25C	Undirected
E2F4	FOXD3	Undirected
E2F4	HIST1H3B	Undirected
E2F4	DHPS	Undirected
E2F4	FAM33A	Undirected
E2F4	ZNF160	Undirected
E2F4	FANCD2	Undirected
E2F4	MCM10	Undirected
E2F4	RBL2	Undirected
E2F4	TMEM126A	Undirected
E2F4	CCDC77	Undirected
E2F4	DUOX2	Undirected
E2F4	RNASEN	Undirected
E2F4	TFDP1	Undirected
F7	F7	Undirected
Esr1	Pou4f1	Undirected
Esr1	Rnf4	Undirected
Esr1	Pou4f2	Undirected
LY86	CD180	Undirected
SP1	DMPK	Undirected
CUL1	CUL1	Undirected
LATS1	LIMK1	Undirected
APP	APP	Undirected
APP	APBA1	Undirected
PLP2	PLP2	Undirected
PLP2	CCR1	Undirected
HBE1	HBA2	Undirected
CASP6	RB1	Undirected
Dok4	Ret	Undirected
Dok4	Tek	Undirected
AR	CASP3	Undirected
AR	CASP8	Undirected
AR	CASP7	Undirected
AR	CASP1	Undirected
Barx2	Jun	Undirected
Barx2	Atf2	Undirected
Barx2	Creb1	Undirected
Barx2	Fos	Undirected
BCAS2	PGR	Undirected
BCAS2	ESR2	Undirected
EDA	EDA	Undirected
NFE2L1	MAFB	Undirected
Chrna4	Ywhah	Undirected
Ltbp3	Tgfb1	Undirected
LIF	IL6ST	Undirected
EXOSC10	EIF3M	Undirected
EXOSC10	EXOSC10	Undirected
EXOSC10	SSRP1	Undirected
EXOSC10	SCRIB	Undirected
EXOSC10	RPE	Undirected
EXOSC10	NOMO1	Undirected
EXOSC10	RUVBL2	Undirected
EXOSC10	FOXRED1	Undirected
EXOSC10	TARDBP	Undirected
EXOSC10	PTGES2	Undirected
EXOSC10	CIB1	Undirected
EXOSC10	EXOSC8	Undirected
EXOSC10	DOM3Z	Undirected
NFE2	NFE2L2	Undirected
NFE2	NFE2L3	Undirected
NFE2	NFE2	Undirected
NFE2	YAP1	Undirected
NFE2	NEDD4	Undirected
CLEC4M	CLEC4M	Undirected
Prkar1a	Prkaca	Undirected
MUTYH	MSH6	Undirected
IL2	IL2RA	Undirected
IL2	IL2RB	Undirected
DR1	DRAP1	Undirected
Lcp2	Ptpn6	Undirected
Lcp2	Lyn	Undirected
Lcp2	Vav1	Undirected
HIRA	CCNA2	Undirected
HIRA	ASF1A	Undirected
BIRC7	BIRC7	Undirected
IRF3	CITED1	Undirected
IRF3	CREBBP	Undirected
STAT6	STAT6	Undirected
STAT6	NMI	Undirected
Tcl1	Tcl1	Undirected
PITPNM1	PLK1	Undirected
PITPNM1	CDC2	Undirected
PITPNM1	RHOA	Undirected
Prlr	Prlr	Undirected
Prlr	Prl	Undirected
SH3GL3	SH3KBP1	Undirected
ITGB1	ILK	Undirected
ITGB1	MYO10	Undirected
Map3k1	Map3k1	Undirected
Map3k1	Map2k4	Undirected
Nrip2	Rara	Undirected
BTK	BTK	Undirected
BTK	PRKD1	Undirected
Lyn	Ctla4	Undirected
PIK3R1	HNRNPK	Undirected
NFAT5	NFAT5	Undirected
PF4	PF4	Undirected
GTF2A1	TBP	Undirected
Rb1	Neurod1	Undirected
Rb1	Rbbp6	Undirected
Rb1	Runx2	Undirected
Rb1	Cebpb	Undirected
Bmpr1b	Bmpr1b	Undirected
Bmpr1b	BMPR1A	Undirected
Hnf1a	Hnf1b	Undirected
PLCB3	PARD3	Undirected
PLCB3	PARD6A	Undirected
Cdc42ep2	Rhoq	Undirected
Plin	Abhd5	Undirected
GIPC1	LHCGR	Undirected
PPARG	PPARG	Undirected
Lep	Leprot	Undirected
LEF1	SMAD3	Undirected
LEF1	TLE1	Undirected
LEF1	CTNNB1	Undirected
APP	APBA1	Undirected
GPI	GPI	Undirected
Mcm7	Mcm7	Undirected
Mcm7	Orc3l	Undirected
PEX13	PEX13	Undirected
PEX13	PEX19	Undirected
TNF	TNF	Undirected
TNF	TNFRSF1A	Undirected
CARM1	TP53	Undirected
CARM1	RELA	Undirected
CARM1	EP300	Undirected
Itgb1	Cd47	Undirected
Itgb1	XP_125745	Undirected
Itgb1	Cldn11	Undirected
Trim63	Trim63	Undirected
CDC25B	YWHAH	Undirected
CDC25B	YWHAB	Undirected
STIP1	HSP90AA1	Undirected
STIP1	HSPA1A	Undirected
FANCG	FANCG	Undirected
FANCG	BRCA2	Undirected
Ube2i	Trim63	Undirected
Cadps2	Dmd	Undirected
Gmcl1	Tsg101	Undirected
Gmcl1	Tmpo	Undirected
GC	GC	Undirected
GC	ACTA1	Undirected
Des	Sync	Undirected
Cdkn2a	ALS2CR8	Undirected
Cdkn2a	J01871	Undirected
Cdkn2a	Ccng1	Undirected
Cdkn2a	Ccng2	Undirected
CASP1	CASP1	Undirected
MIF	MIF	Undirected
MIF	CD74	Undirected
Lamb2	Cacna1a	Undirected
Baz1b	Smarca5	Undirected
EIF6	GNB2L1	Undirected
Nlgn2	Magi2	Undirected
Nlgn2	Magi3	Undirected
Nlgn2	Sipa1l1	Undirected
Nlgn2	Rgs3	Undirected
Nlgn2	Shank3	Undirected
Nlgn2	Shank1	Undirected
Nlgn2	Dlg2	Undirected
Nlgn2	Dlg4	Undirected
Nlgn2	Dlg3	Undirected
Nlgn2	Pick1	Undirected
NR1H3	RXRA	Undirected
TCERG1	SETDB1	Undirected
TCERG1	PIAS4	Undirected
TCERG1	LUC7L	Undirected
TCERG1	CHD3	Undirected
CARD9	CARD9	Undirected
CARD9	BCL10	Undirected
CHRNA4	CHRNB2	Undirected
FBXW7	CCNE1	Undirected
FBXW7	SREBF2	Undirected
FBXW7	SREBF1	Undirected
FBXW7	SREBF1	Undirected
BHMT	BHMT	Undirected
Bmp4	Chrdl2	Undirected
Bmp4	Sostdc1	Undirected
Bmp4	Bmpr1b	Undirected
Mcm6	Orc4l	Undirected
MED6	RARA	Undirected
Llgl1	Prkci	Undirected
Llgl1	Pard6g	Undirected
Llgl1	Pard6b	Undirected
Llgl1	Pard6a	Undirected
Llgl1	Stx4a	Undirected
Cdc2a	Gadd45a	Undirected
Cdc2a	Hspa2	Undirected
Cdc2a	Gadd45g	Undirected
Cdc2a	Gadd45b	Undirected
Cdc2a	Ccnb1	Undirected
S100A9	S100A9	Undirected
S100A9	S100A8	Undirected
IGFBP5	THBS1	Undirected
Cables1	Cdk5	Undirected
Cables1	NP_081441	Undirected
Cables1	Abl1	Undirected
Ksr1	Map2k1	Undirected
Ksr1	Ywhaz	Undirected
HLA-DQB1	HLA-DQA1	Undirected
IL12A	IL12A	Undirected
IL12A	IL12B	Undirected
GRIN1	GRIN2A	Undirected
Ralgds	Ralgds	Undirected
WEE1	CDC2	Undirected
PAH	PAH	Undirected
UBTF	U13369	Undirected
CRKL	WAS	Undirected
CRKL	STAT5A	Undirected
CRKL	SYK	Undirected
CRKL	MAP4K1	Undirected
Jun	Jun	Undirected
Jun	Lrrcc1	Undirected
Jun	Stat3	Undirected
Jun	Atf4	Undirected
Jun	Sumo1	Undirected
Jun	Mafb	Undirected
Jun	Fbxw7	Undirected
Jun	XP_143418	Undirected
Jun	Ube2i	Undirected
F3	F7	Undirected
F3	F3	Undirected
F3	IGHA2	Undirected
AZGP1	AZGP1	Undirected
Cav1	Stoml3	Undirected
Ptk2	Dcc	Undirected
Gap43	Zdhhc15	Undirected
Gap43	Zdhhc7	Undirected
HIST1H2BD	H2AFZ	Undirected
S100P	S100P	Undirected
SETDB1	CHAF1A	Undirected
HDAC6	BCL3	Undirected
GART	GART	Undirected
PRKCA	PEBP1	Undirected
PRKCA	CDC42	Undirected
PRKCA	MBP	Undirected
POLR2E	POLR2E	Undirected
POLR2E	POLR2K	Undirected
POLR2E	POLR2C	Undirected
POLR2E	POLR2A	Undirected
Rgs4	Gnai1	Undirected
Cdk6	Cdkn2a	Undirected
E2f1	Sp1	Undirected
RAB3IP	RAB8A	Undirected
RAB3IP	RAB8B	Undirected
Cd47	Sirpa	Undirected
AGGF1	TNFSF12	Undirected
Crk	Bcar1	Undirected
Nxf1	Nup62	Undirected
Nxf1	Nxt1	Undirected
USF1	USF1	Undirected
Atg10	Atg5	Undirected
Tsn	Tsn	Undirected
Tsn	Tsnax	Undirected
Ahr	Arnt2	Undirected
Ahr	RB1	Undirected
KCNJ1	SLC9A3R1	Undirected
Eif4enif1	Smad2	Undirected
Eif4enif1	Smad3	Undirected
Eif4enif1	Smad1	Undirected
Eif4enif1	Smad4	Undirected
KRT14	TRADD	Undirected
STK3	STK3	Undirected
SART1	UBL5	Undirected
E2F2	RB1	Undirected
E2F2	SP1	Undirected
E2F2	SETD8	Undirected
E2F2	RYBP	Undirected
Adam12	Yes1	Undirected
Adam12	Grb2	Undirected
Nsfl1c	Vcp	Undirected
RAC1	TIAM1	Undirected
RAC1	ARFIP2	Undirected
Car5a	Car5a	Undirected
Gnai3	Nucb1	Undirected
Gnai3	RGS3	Undirected
APBA1	APBA1	Undirected
APBA1	CASK	Undirected
APBA1	CCS	Undirected
CACNA1H	KCNMA1	Undirected
Hs3st1	Hs3st1	Undirected
CASK	CASK	Undirected
CASK	DLG1	Undirected
CASK	CACNA1B	Undirected
CASK	ID1	Undirected
CASK	ID1	Undirected
Sytl1	Rab27a	Undirected
Mrap	Mc2r	Undirected
Rybp	YY1	Undirected
NGFR	NTF4	Undirected
NGFR	SORT1	Undirected
NGFR	NGF	Undirected
NGFR	RTN4R	Undirected
Mknk1	Eif4g2	Undirected
IL5	IL5	Undirected
EXO1	MSH2	Undirected
EXO1	MLH1	Undirected
Eed	Hdac1	Undirected
Eed	Ezh2	Undirected
Eed	Ezh1	Undirected
GBF1	ARF6	Undirected
Hax1	Hcls1	Undirected
Foxo3a	Fbxo32	Undirected
DHCR24	TP53	Undirected
Lck	Lck	Undirected
Lck	Cd247	Undirected
Lck	Zdhhc17	Undirected
Lck	Zdhhc18	Undirected
Lck	Sh2d2a	Undirected
Lck	Ptprc	Undirected
Irak1	Peli2	Undirected
Cbr2	Cbr2	Undirected
CD46	CD46	Undirected
SEMA3F	NRP2	Undirected
Rala	Csda	Undirected
Rala	Exoc8	Undirected
BRCA1	BRCA1	Undirected
BRCA1	SMAD3	Undirected
BRCA1	SMAD4	Undirected
BRCA1	SMAD2	Undirected
GMDS	GMDS	Undirected
Cdk5	Cdk5r1	Undirected
Cdk5	Pura	Undirected
SUFU	SUFU	Undirected
Cmas	Cmas	Undirected
RBX1	CUL1	Undirected
RBX1	CUL4A	Undirected
RBX1	CUL5	Undirected
SIRT1	HIST1H1B	Undirected
SIRT1	NCOR1	Undirected
SIRT1	HIST3H3	Undirected
SIRT1	TP53	Undirected
SIRT1	XRCC6	Undirected
SERPINE1	SERPINE1	Undirected
FRS3	PRKCI	Undirected
Kit	Plcg1	Undirected
USP1	FANCD2	Undirected
Pebp1	Braf	Undirected
SMAD7	SOX7	Undirected
SMAD7	ZBTB11	Undirected
SMAD7	SOX5	Undirected
SMAD7	MKL2	Undirected
SMAD7	FBXL11	Undirected
SMAD7	ASH1L	Undirected
SMAD7	CXXC5	Undirected
SMAD7	TTF1	Undirected
SMAD7	PIAS4	Undirected
SMAD7	ZNF107	Undirected
SMAD7	PIAS1	Undirected
SMAD7	MYOD1	Undirected
SMAD7	SOX13	Undirected
SMAD7	XRCC6	Undirected
SMAD7	HEYL	Undirected
SMAD7	MBD1	Undirected
GADD45A	PCNA	Undirected
CDK2	CDKN1A	Undirected
CDK2	MCM3	Undirected
CDK2	ORC2L	Undirected
Rock1	Pfn2	Undirected
Mcm2	Orc4l	Undirected
Mcm2	Mcm4	Undirected
ORC3L	MCM7	Undirected
ORC3L	ORC6L	Undirected
ORC3L	ORC1L	Undirected
ORC3L	ORC4L	Undirected
Gnaz	Oprd1	Undirected
C3	C3	Undirected
GSK3A	BCL3	Undirected
Pzp	Pzp	Undirected
HMOX1	HMOX1	Undirected
C5	C5AR1	Undirected
Gata2	Med1	Undirected
IL12RB2	IL12RB2	Undirected
Rabggtb	Rabggta	Undirected
Cacnb2	Cacnb2	Undirected
S100A3	S100A3	Undirected
NTF4	NTF4	Undirected
NTF4	BDNF	Undirected
MAPK9	JUN	Undirected
HIF1A	ARNT	Undirected
CCNA2	CDK2	Undirected
Ptrf	Ttf1	Undirected
CNTNAP4	RANBP10	Undirected
CNTNAP4	FBXO21	Undirected
CNTNAP4	MAST3	Undirected
Bmp7	Chrdl2	Undirected
Bmp7	Sostdc1	Undirected
Bmp7	Gdf7	Undirected
Bmp7	Crim2	Undirected
Apbb1	Aplp2	Undirected
Apbb1	App	Undirected
Ar	Ar	Undirected
Ar	Rnf4	Undirected
KLRK1	KLRK1	Undirected
GSTA4	GSTA4	Undirected
Myod1	Myod1	Undirected
Myod1	Tcf4	Undirected
Myod1	SMAD3	Undirected
Myod1	Tcfe2a	Undirected
Myod1	Tcfe2a	Undirected
Emid2	Emid2	Undirected
SIX3	TLE3	Undirected
SIX3	TLE1	Undirected
SIX3	AES	Undirected
COPA	COPE	Undirected
Ropn1	Ropn1	Undirected
SKP1	CUL1	Undirected
HMGB1	RB1	Undirected
HMGB1	HNRNPK	Undirected
HMGB1	MECP2	Undirected
Pik3ca	Pik3r3	Undirected
Pik3ca	Pik3r1	Undirected
Fmr1	Ranbp9	Undirected
Cdk4	Cdkn2a	Undirected
Cdk4	Cdkn1b	Undirected
Cdk4	Ncoa2	Undirected
Cdk4	Pcna	Undirected
Mapk1	Pxn	Undirected
Mapk1	Elk1	Undirected
Mapk1	Sos1	Undirected
Fhl2	Wt1	Undirected
MCM7	MCM7	Undirected
MCM7	ORC6L	Undirected
MCM7	MCM2	Undirected
MCM7	ORC4L	Undirected
MCM7	MCM10	Undirected
TNFRSF10A	MOAP1	Undirected
TNFRSF10A	RASSF1	Undirected
Akap3	Akap4	Undirected
Akap3	Prkaca	Undirected
Zbtb17	Dnmt3b	Undirected
Grm1	Grm1	Undirected
ARAF	PBK	Undirected
ARAF	RRAS2	Undirected
ARAF	TIMM50	Undirected
ARAF	CPS1	Undirected
ARAF	COPS3	Undirected
ARAF	TIMM44	Undirected
ARAF	RABGGTB	Undirected
ARAF	EFEMP1	Undirected
Cdc42ep3	Rhoq	Undirected
Trim3	Actn4	Undirected
Ikbkg	Nfkbia	Undirected
Tcea1	Eaf2	Undirected
ILK	TMSB4X	Undirected
GCH1	GCH1	Undirected
Acads	Acads	Undirected
HIPK2	RANBP9	Undirected
Prkcd	Prkcd	Undirected
Prkcd	Stat3	Undirected
PIAS1	TP53	Undirected
POLR2K	POLR2K	Undirected
POLR2K	POLR2C	Undirected
Casp8	Fadd	Undirected
Magi2	Magi2	Undirected
Magi2	Dlgap2	Undirected
Magi2	Dlgap1	Undirected
POLB	NEIL1	Undirected
ARHGEF2	CGN	Undirected
FAP	FAP	Undirected
BAT5	C1orf160	Undirected
BAT5	RNF5	Undirected
BAT5	HNRNPA1	Undirected
BAT5	IFITM1	Undirected
BAT5	GPRC5C	Undirected
BAT5	TMEM147	Undirected
BAT5	DNAJC1	Undirected
